Country,State,District,Year,"Enrolled Trainees Under Craftsmen Training Scheme (UOM:Number), Scaling Factor:1","Institutes For Training Under Craftsmen Training Scheme Scheme (UOM:Number), Scaling Factor:1","Seating Capacity Of Training Centers (UOM:Number), Scaling Factor:1"
India,Gujarat,Narmada,"Financial Year (Apr - Mar), 2019",1187,19,5140
India,Gujarat,Navsari,"Financial Year (Apr - Mar), 2019",6289,65,2296
India,Gujarat,Panch Mahals,"Financial Year (Apr - Mar), 2019",1913,73,6404
India,Gujarat,Patan,"Financial Year (Apr - Mar), 2019",9006,26,9132
India,Gujarat,Porbandar,"Financial Year (Apr - Mar), 2019",7236,71,5152
India,Gujarat,Rajkot,"Financial Year (Apr - Mar), 2019",555,9,12172
India,Gujarat,Sabar Kantha,"Financial Year (Apr - Mar), 2019",4041,23,840
India,Gujarat,Surat,"Financial Year (Apr - Mar), 2019",1270,22,3268
India,Gujarat,Surendranagar,"Financial Year (Apr - Mar), 2019",6063,2,4376
India,Gujarat,Tapi,"Financial Year (Apr - Mar), 2019",3974,1,0
India,Gujarat,Vadodara,"Financial Year (Apr - Mar), 2019",1551,1,88
India,Gujarat,Valsad,"Financial Year (Apr - Mar), 2019",2622,0,64
India,Haryana,Ambala,"Financial Year (Apr - Mar), 2019",26873,34,11608
India,Haryana,Bhiwani,"Financial Year (Apr - Mar), 2019",3351,138,32376
India,Haryana,Charki Dadri,"Financial Year (Apr - Mar), 2019",19,1,20
India,Haryana,Faridabad,"Financial Year (Apr - Mar), 2019",9116,7,2784
India,Haryana,Fatehabad,"Financial Year (Apr - Mar), 2019",2118,65,18948
India,Haryana,Gurugram,"Financial Year (Apr - Mar), 2019",34205,136,36364
India,Haryana,Hisar,"Financial Year (Apr - Mar), 2019",2945,37,10636
India,Haryana,Jhajjar,"Financial Year (Apr - Mar), 2019",1809,4,1568
India,Haryana,Jind,"Financial Year (Apr - Mar), 2019",3287,21,4776
India,Haryana,Kaithal,"Financial Year (Apr - Mar), 2019",4554,6,1240
India,Haryana,Karnal,"Financial Year (Apr - Mar), 2019",1817,89,17532
India,Haryana,Kurukshetra,"Financial Year (Apr - Mar), 2019",520,28,7404
India,Haryana,Mahendragarh,"Financial Year (Apr - Mar), 2019",0,3,576
India,Haryana,Nuh,"Financial Year (Apr - Mar), 2019",20,0,0
India,Haryana,Palwal,"Financial Year (Apr - Mar), 2019",107,2,80
India,Haryana,Panchkula,"Financial Year (Apr - Mar), 2019",0,1,264
India,Haryana,Panipat,"Financial Year (Apr - Mar), 2019",0,0,0
India,Haryana,Rewari,"Financial Year (Apr - Mar), 2019",0,0,0
India,Haryana,Rohtak,"Financial Year (Apr - Mar), 2019",51,1,220
India,Haryana,Sirsa,"Financial Year (Apr - Mar), 2019",25,0,0
India,Haryana,Sonipat,"Financial Year (Apr - Mar), 2019",57,0,0
India,Haryana,Yamunanagar,"Financial Year (Apr - Mar), 2019",79,2,448
India,Himachal Pradesh,Bilaspur,"Financial Year (Apr - Mar), 2019",757,3,1152
India,Himachal Pradesh,Chamba,"Financial Year (Apr - Mar), 2019",3411,12,3896
India,Himachal Pradesh,Hamirpur,"Financial Year (Apr - Mar), 2019",3819,23,4864
India,Himachal Pradesh,Kangra,"Financial Year (Apr - Mar), 2019",1629,11,2188
India,Himachal Pradesh,Kinnaur,"Financial Year (Apr - Mar), 2019",12331,67,14428
India,Himachal Pradesh,Kullu,"Financial Year (Apr - Mar), 2019",6941,40,8384
India,Himachal Pradesh,Lahul and Spiti,"Financial Year (Apr - Mar), 2019",0,0,0
India,Himachal Pradesh,Mandi,"Financial Year (Apr - Mar), 2019",0,1,0
India,Himachal Pradesh,Shimla,"Financial Year (Apr - Mar), 2019",0,0,0
India,Himachal Pradesh,Sirmaur,"Financial Year (Apr - Mar), 2019",0,1,24
India,Himachal Pradesh,Solan,"Financial Year (Apr - Mar), 2019",0,0,0
India,Himachal Pradesh,Una,"Financial Year (Apr - Mar), 2019",0,0,0
India,Jammu and Kashmir,Anantnag,"Financial Year (Apr - Mar), 2019",90,3,972
India,Jammu and Kashmir,Bandipora,"Financial Year (Apr - Mar), 2019",3934,21,4748
India,Jammu and Kashmir,Baramulla,"Financial Year (Apr - Mar), 2019",527,4,988
India,Jammu and Kashmir,Budgam,"Financial Year (Apr - Mar), 2019",2237,19,3536
India,Jammu and Kashmir,Doda,"Financial Year (Apr - Mar), 2019",3536,22,6244
India,Jammu and Kashmir,Ganderbal,"Financial Year (Apr - Mar), 2019",4039,18,4672
India,Jammu and Kashmir,Jammu,"Financial Year (Apr - Mar), 2019",438,9,664
India,Jammu and Kashmir,Kathua,"Financial Year (Apr - Mar), 2019",3477,36,6804
India,Jammu and Kashmir,Kishtwar,"Financial Year (Apr - Mar), 2019",6220,36,8308
India,Jammu and Kashmir,Kulgam,"Financial Year (Apr - Mar), 2019",8074,35,9592
India,Jammu and Kashmir,Kupwara,"Financial Year (Apr - Mar), 2019",3845,15,6484
India,Jammu and Kashmir,Poonch,"Financial Year (Apr - Mar), 2019",4644,20,6800
India,Jammu and Kashmir,Pulwama,"Financial Year (Apr - Mar), 2019",2635,3,3372
India,Jammu and Kashmir,Rajouri,"Financial Year (Apr - Mar), 2019",101,1,252
India,Jammu and Kashmir,Ramban,"Financial Year (Apr - Mar), 2019",1040,6,1736
India,Jammu and Kashmir,Reasi,"Financial Year (Apr - Mar), 2019",4192,16,5492
India,Jammu and Kashmir,Samba,"Financial Year (Apr - Mar), 2019",3425,17,4196
India,Jammu and Kashmir,Shopian,"Financial Year (Apr - Mar), 2019",2622,8,3304
India,Jammu and Kashmir,Srinagar,"Financial Year (Apr - Mar), 2019",5009,42,5796
India,Jammu and Kashmir,Udhampur,"Financial Year (Apr - Mar), 2019",4637,40,7376
India,Jharkhand,Bokaro,"Financial Year (Apr - Mar), 2019",2005,11,1688
India,Jharkhand,Chatra,"Financial Year (Apr - Mar), 2019",391,6,368
India,Jharkhand,Deoghar,"Financial Year (Apr - Mar), 2019",1413,8,6804
India,Jharkhand,Dhanbad,"Financial Year (Apr - Mar), 2019",284,3,5232
India,Jharkhand,Dumka,"Financial Year (Apr - Mar), 2019",669,6,300
India,Jharkhand,East Singhbum,"Financial Year (Apr - Mar), 2019",2138,19,7488
India,Jharkhand,Garhwa,"Financial Year (Apr - Mar), 2019",1620,18,664
India,Jharkhand,Giridih,"Financial Year (Apr - Mar), 2019",5022,54,12952
India,Jharkhand,Godda,"Financial Year (Apr - Mar), 2019",574,5,1220
India,Jharkhand,Gumla,"Financial Year (Apr - Mar), 2019",2414,15,1428
India,Jharkhand,Hazaribagh,"Financial Year (Apr - Mar), 2019",252,43,1552
India,Jharkhand,Jamtara,"Financial Year (Apr - Mar), 2019",1074,14,3708
India,Jharkhand,Khunti,"Financial Year (Apr - Mar), 2019",3213,9,6376
India,Jharkhand,Koderma,"Financial Year (Apr - Mar), 2019",1468,27,9288
India,Jharkhand,Latehar,"Financial Year (Apr - Mar), 2019",2892,10,184
India,Jharkhand,Lohardaga,"Financial Year (Apr - Mar), 2019",454,40,13520
India,Jharkhand,Pakur,"Financial Year (Apr - Mar), 2019",2126,30,6472
India,Jharkhand,Palamu,"Financial Year (Apr - Mar), 2019",1557,23,2480
India,Jharkhand,Ramgarh,"Financial Year (Apr - Mar), 2019",7532,39,2364
India,Jharkhand,Ranchi,"Financial Year (Apr - Mar), 2019",388,6,5760
India,Jharkhand,Sahebganj,"Financial Year (Apr - Mar), 2019",3174,1,7956
India,Jharkhand,Saraikela Kharsawan,"Financial Year (Apr - Mar), 2019",1100,25,6912
India,Jharkhand,Simdega,"Financial Year (Apr - Mar), 2019",2112,7,9888
India,Jharkhand,West Singhbhum,"Financial Year (Apr - Mar), 2019",5488,18,3228
India,Karnataka,Bagalkote,"Financial Year (Apr - Mar), 2019",0,13,3580
India,Karnataka,Ballari,"Financial Year (Apr - Mar), 2019",2499,17,8548
India,Karnataka,Belagavi,"Financial Year (Apr - Mar), 2019",1181,14,4220
India,Karnataka,Bengaluru Rural,"Financial Year (Apr - Mar), 2019",0,5,5420
India,Karnataka,Bengaluru Urban,"Financial Year (Apr - Mar), 2019",0,31,1580
India,Karnataka,Bidar,"Financial Year (Apr - Mar), 2019",6326,1,11088
India,Karnataka,Chamarajanagara,"Financial Year (Apr - Mar), 2019",3321,19,7456
India,Karnataka,Chikkaballapura,"Financial Year (Apr - Mar), 2019",889,2,304
India,Karnataka,Chikkamagaluru,"Financial Year (Apr - Mar), 2019",1305,41,3280
India,Karnataka,Chitradurga,"Financial Year (Apr - Mar), 2019",681,89,3936
India,Karnataka,Dakshina Kannada,"Financial Year (Apr - Mar), 2019",1648,52,8488
India,Karnataka,Davangere,"Financial Year (Apr - Mar), 2019",1621,45,6800
India,Karnataka,Dharwad,"Financial Year (Apr - Mar), 2019",5304,39,8780
India,Karnataka,Gadag,"Financial Year (Apr - Mar), 2019",8903,35,616
India,Karnataka,Hassan,"Financial Year (Apr - Mar), 2019",4088,43,8440
India,Karnataka,Haveri,"Financial Year (Apr - Mar), 2019",1509,45,7192
India,Karnataka,Kalaburagi,"Financial Year (Apr - Mar), 2019",1623,10,8792
India,Karnataka,Kodagu,"Financial Year (Apr - Mar), 2019",1323,55,7624
India,Karnataka,Kolar,"Financial Year (Apr - Mar), 2019",5029,42,8564
India,Karnataka,Koppal,"Financial Year (Apr - Mar), 2019",3136,23,2900
India,Karnataka,Mandya,"Financial Year (Apr - Mar), 2019",742,6,3232
India,Karnataka,Mysuru,"Financial Year (Apr - Mar), 2019",1341,20,5472
India,Karnataka,Raichur,"Financial Year (Apr - Mar), 2019",534,14,3500
India,Karnataka,Ramanagara,"Financial Year (Apr - Mar), 2019",198,2,336
India,Karnataka,Shivamogga,"Financial Year (Apr - Mar), 2019",910,1,4652
India,Karnataka,Tumakuru,"Financial Year (Apr - Mar), 2019",0,7,2808
India,Karnataka,Udupi,"Financial Year (Apr - Mar), 2019",42,0,96
India,Karnataka,Uttara Kannada,"Financial Year (Apr - Mar), 2019",46,0,1404
India,Karnataka,Vijayapura,"Financial Year (Apr - Mar), 2019",63,13,11272
India,Karnataka,Yadgir,"Financial Year (Apr - Mar), 2019",3882,8,388
India,Kerala,Alappuzha,"Financial Year (Apr - Mar), 2019",771,0,4448
India,Kerala,Ernakulam,"Financial Year (Apr - Mar), 2019",702,3,2888
India,Kerala,Idukki,"Financial Year (Apr - Mar), 2019",3481,6,5012
India,Kerala,Kannur,"Financial Year (Apr - Mar), 2019",0,0,0
India,Kerala,Kasaragod,"Financial Year (Apr - Mar), 2019",0,0,352
India,Kerala,Kollam,"Financial Year (Apr - Mar), 2019",0,0,0
India,Kerala,Kottayam,"Financial Year (Apr - Mar), 2019",5280,44,9664
India,Kerala,Kozhikode,"Financial Year (Apr - Mar), 2019",6322,59,2512
India,Kerala,Malappuram,"Financial Year (Apr - Mar), 2019",1476,16,6980
India,Kerala,Palakkad,"Financial Year (Apr - Mar), 2019",1209,17,3084
India,Kerala,Pathanamthitta,"Financial Year (Apr - Mar), 2019",2563,24,6656
India,Kerala,Thiruvananthapuram,"Financial Year (Apr - Mar), 2019",1091,10,6816
India,Kerala,Thrissur,"Financial Year (Apr - Mar), 2019",5048,13,6464
India,Kerala,Wayanad,"Financial Year (Apr - Mar), 2019",2948,16,1008
India,Ladakh,Kargil,"Financial Year (Apr - Mar), 2019",0,0,0
India,Ladakh,Leh Ladakh,"Financial Year (Apr - Mar), 2019",1522,0,0
India,Lakshadweep,Lakshadweep District,"Financial Year (Apr - Mar), 2019",704,0,0
India,Madhya Pradesh,Agar-Malwa,"Financial Year (Apr - Mar), 2019",3100,24,9504
India,Madhya Pradesh,Alirajpur,"Financial Year (Apr - Mar), 2019",2279,46,0
India,Madhya Pradesh,Anuppur,"Financial Year (Apr - Mar), 2019",298,0,0
India,Madhya Pradesh,Ashoknagar,"Financial Year (Apr - Mar), 2019",313,6,844
India,Madhya Pradesh,Balaghat,"Financial Year (Apr - Mar), 2019",0,3,2004
India,Madhya Pradesh,Barwani,"Financial Year (Apr - Mar), 2019",0,6,0
India,Madhya Pradesh,Betul,"Financial Year (Apr - Mar), 2019",0,4,0
India,Madhya Pradesh,Bhind,"Financial Year (Apr - Mar), 2019",489,16,0
India,Madhya Pradesh,Bhopal,"Financial Year (Apr - Mar), 2019",1561,0,6164
India,Madhya Pradesh,Burhanpur,"Financial Year (Apr - Mar), 2019",1419,0,3012
India,Madhya Pradesh,Chhatarpur,"Financial Year (Apr - Mar), 2019",38,0,4644
India,Madhya Pradesh,Chhindwara,"Financial Year (Apr - Mar), 2019",0,17,1128
India,Madhya Pradesh,Damoh,"Financial Year (Apr - Mar), 2019",0,20,6800
India,Madhya Pradesh,Datia,"Financial Year (Apr - Mar), 2019",371,10,12784
India,Madhya Pradesh,Dewas,"Financial Year (Apr - Mar), 2019",0,17,7304
India,Madhya Pradesh,Dhar,"Financial Year (Apr - Mar), 2019",0,8,700
India,Madhya Pradesh,Dindori,"Financial Year (Apr - Mar), 2019",2029,32,220
India,Madhya Pradesh,Guna,"Financial Year (Apr - Mar), 2019",712,32,1460
India,Madhya Pradesh,Gwalior,"Financial Year (Apr - Mar), 2019",3333,22,4160
India,Madhya Pradesh,Harda,"Financial Year (Apr - Mar), 2019",2572,12,1968
India,Madhya Pradesh,Indore,"Financial Year (Apr - Mar), 2019",7731,18,1844
India,Madhya Pradesh,Jabalpur,"Financial Year (Apr - Mar), 2019",2481,27,20636
India,Madhya Pradesh,Jhabua,"Financial Year (Apr - Mar), 2019",1635,37,14860
India,Madhya Pradesh,Katni,"Financial Year (Apr - Mar), 2019",672,4,10804
India,Madhya Pradesh,Khandwa (East Nimar),"Financial Year (Apr - Mar), 2019",1631,39,5468
India,Madhya Pradesh,Khargone (West Nimar),"Financial Year (Apr - Mar), 2019",746,75,7880
India,Madhya Pradesh,Mandla,"Financial Year (Apr - Mar), 2019",1935,56,2724
India,Madhya Pradesh,Mandsaur,"Financial Year (Apr - Mar), 2019",4458,43,5820
India,Madhya Pradesh,Morena,"Financial Year (Apr - Mar), 2019",6215,57,7968
India,Madhya Pradesh,Narmadapuram,"Financial Year (Apr - Mar), 2019",7122,10,10708
India,Madhya Pradesh,Narsimhapur,"Financial Year (Apr - Mar), 2019",555,54,1596
India,Madhya Pradesh,Neemuch,"Financial Year (Apr - Mar), 2019",6492,18,2448
India,Madhya Pradesh,Niwari,"Financial Year (Apr - Mar), 2019",0,14,3224
India,Madhya Pradesh,Panna,"Financial Year (Apr - Mar), 2019",5459,18,5644
India,Madhya Pradesh,Raisen,"Financial Year (Apr - Mar), 2019",3823,27,588
India,Madhya Pradesh,Rajgarh,"Financial Year (Apr - Mar), 2019",4780,19,0
India,Madhya Pradesh,Ratlam,"Financial Year (Apr - Mar), 2019",5181,10,284
India,Madhya Pradesh,Rewa,"Financial Year (Apr - Mar), 2019",1745,17,128
India,Madhya Pradesh,Sagar,"Financial Year (Apr - Mar), 2019",2208,1,2592
India,Madhya Pradesh,Satna,"Financial Year (Apr - Mar), 2019",3298,6,556
India,Madhya Pradesh,Sehore,"Financial Year (Apr - Mar), 2019",2201,3,528
India,Madhya Pradesh,Seoni,"Financial Year (Apr - Mar), 2019",2853,4,0
India,Madhya Pradesh,Shahdol,"Financial Year (Apr - Mar), 2019",2519,2,0
India,Madhya Pradesh,Shajapur,"Financial Year (Apr - Mar), 2019",0,27,0
India,Madhya Pradesh,Sheopur,"Financial Year (Apr - Mar), 2019",606,15,552
India,Madhya Pradesh,Shivpuri,"Financial Year (Apr - Mar), 2019",234,0,1816
India,Madhya Pradesh,Sidhi,"Financial Year (Apr - Mar), 2019",339,19,1712
India,Madhya Pradesh,Singrauli,"Financial Year (Apr - Mar), 2019",3467,0,0
India,Madhya Pradesh,Tikamgarh,"Financial Year (Apr - Mar), 2019",210,12,68
India,Madhya Pradesh,Ujjain,"Financial Year (Apr - Mar), 2019",8815,11,116
India,Madhya Pradesh,Umaria,"Financial Year (Apr - Mar), 2019",4004,0,0
India,Madhya Pradesh,Vidisha,"Financial Year (Apr - Mar), 2019",0,3,480
India,Maharashtra,Ahmednagar,"Financial Year (Apr - Mar), 2019",2802,13,240
India,Maharashtra,Akola,"Financial Year (Apr - Mar), 2019",1084,0,2708
India,Maharashtra,Amravati,"Financial Year (Apr - Mar), 2019",1032,0,0
India,Maharashtra,Beed,"Financial Year (Apr - Mar), 2019",2369,81,2896
India,Maharashtra,Bhandara,"Financial Year (Apr - Mar), 2019",63,10,14228
India,Maharashtra,Buldhana,"Financial Year (Apr - Mar), 2019",0,27,1744
India,Maharashtra,Chandrapur,"Financial Year (Apr - Mar), 2019",0,37,4232
India,Maharashtra,Chhatrapati Sambhajinagar,"Financial Year (Apr - Mar), 2019",4514,15,0
India,Maharashtra,Dharashiv,"Financial Year (Apr - Mar), 2019",1856,76,3188
India,Maharashtra,Dhule,"Financial Year (Apr - Mar), 2019",0,24,6312
India,Maharashtra,Gadchiroli,"Financial Year (Apr - Mar), 2019",10986,14,4440
India,Maharashtra,Gondia,"Financial Year (Apr - Mar), 2019",1131,32,4692
India,Maharashtra,Hingoli,"Financial Year (Apr - Mar), 2019",2987,17,5892
India,Maharashtra,Jalgaon,"Financial Year (Apr - Mar), 2019",3507,17,7092
India,Maharashtra,Jalna,"Financial Year (Apr - Mar), 2019",2420,16,4440
India,Maharashtra,Kolhapur,"Financial Year (Apr - Mar), 2019",2181,22,4912
India,Maharashtra,Latur,"Financial Year (Apr - Mar), 2019",4071,13,5292
India,Maharashtra,Mumbai,"Financial Year (Apr - Mar), 2019",3531,69,4144
India,Maharashtra,Nagpur,"Financial Year (Apr - Mar), 2019",1008,26,7900
India,Maharashtra,Nanded,"Financial Year (Apr - Mar), 2019",1175,10,6236
India,Maharashtra,Nandurbar,"Financial Year (Apr - Mar), 2019",669,53,2464
India,Maharashtra,Nashik,"Financial Year (Apr - Mar), 2019",5115,24,10784
India,Maharashtra,Palghar,"Financial Year (Apr - Mar), 2019",2890,20,0
India,Maharashtra,Parbhani,"Financial Year (Apr - Mar), 2019",4653,54,9644
India,Maharashtra,Pune,"Financial Year (Apr - Mar), 2019",1810,51,6012
India,Maharashtra,Raigad,"Financial Year (Apr - Mar), 2019",5361,48,5400
India,Maharashtra,Ratnagiri,"Financial Year (Apr - Mar), 2019",2278,19,5508
India,Maharashtra,Sangli,"Financial Year (Apr - Mar), 2019",5608,23,2616
India,Maharashtra,Satara,"Financial Year (Apr - Mar), 2019",4701,8,4128
India,Maharashtra,Sindhudurg,"Financial Year (Apr - Mar), 2019",4265,13,984
India,Maharashtra,Solapur,"Financial Year (Apr - Mar), 2019",3669,25,2348
India,Maharashtra,Thane,"Financial Year (Apr - Mar), 2019",1920,8,4076
India,Maharashtra,Unknown Districts Of India,"Financial Year (Apr - Mar), 2019",2929,25,24328
India,Maharashtra,Wardha,"Financial Year (Apr - Mar), 2019",1781,13,2308
India,Maharashtra,Washim,"Financial Year (Apr - Mar), 2019",580,1,2700
India,Maharashtra,Yavatmal,"Financial Year (Apr - Mar), 2019",1325,0,64
India,Manipur,Bishnupur,"Financial Year (Apr - Mar), 2019",40,15,4492
India,Manipur,Chandel,"Financial Year (Apr - Mar), 2019",5184,5,1652
India,Manipur,Churachandpur,"Financial Year (Apr - Mar), 2019",955,29,8008
India,Manipur,Imphal East,"Financial Year (Apr - Mar), 2019",171,47,17740
India,Manipur,Imphal West,"Financial Year (Apr - Mar), 2019",5218,53,18612
India,Manipur,Jiribam,"Financial Year (Apr - Mar), 2019",1225,5,956
India,Manipur,Kakching,"Financial Year (Apr - Mar), 2019",5515,22,4860
India,Manipur,Kamjong,"Financial Year (Apr - Mar), 2019",5454,29,4892
India,Manipur,Kangpokpi,"Financial Year (Apr - Mar), 2019",735,3,460
India,Manipur,Noney,"Financial Year (Apr - Mar), 2019",76,15,2104
India,Manipur,Pherzawl,"Financial Year (Apr - Mar), 2019",0,5,4916
India,Manipur,Senapati,"Financial Year (Apr - Mar), 2019",3446,2,488
India,Manipur,Tamenglong,"Financial Year (Apr - Mar), 2019",63,7,1808
India,Manipur,Tengnoupal,"Financial Year (Apr - Mar), 2019",62,1,464
India,Manipur,Thoubal,"Financial Year (Apr - Mar), 2019",2309,5,2048
India,Manipur,Ukhrul,"Financial Year (Apr - Mar), 2019",532,2,912
India,Meghalaya,East Garo Hills,"Financial Year (Apr - Mar), 2019",8688,31,12740
India,Meghalaya,East Jaintia Hills,"Financial Year (Apr - Mar), 2019",0,1,24
India,Meghalaya,East Khasi Hills,"Financial Year (Apr - Mar), 2019",2459,29,25040
India,Meghalaya,North Garo Hills,"Financial Year (Apr - Mar), 2019",0,1,68
India,Meghalaya,Ri Bhoi,"Financial Year (Apr - Mar), 2019",10109,5,18448
India,Meghalaya,South Garo Hills,"Financial Year (Apr - Mar), 2019",4815,20,2000
India,Meghalaya,South West Garo Hills,"Financial Year (Apr - Mar), 2019",702,1,0
India,Meghalaya,South West Khasi Hills,"Financial Year (Apr - Mar), 2019",0,0,0
India,Meghalaya,West Garo Hills,"Financial Year (Apr - Mar), 2019",258,5,3492
India,Meghalaya,West Jaintia Hills,"Financial Year (Apr - Mar), 2019",5760,34,5252
India,Meghalaya,West Khasi Hills,"Financial Year (Apr - Mar), 2019",0,58,0
India,Mizoram,Aizawl,"Financial Year (Apr - Mar), 2019",3770,19,6200
India,Mizoram,Champhai,"Financial Year (Apr - Mar), 2019",1516,29,3248
India,Mizoram,Hnahthial,"Financial Year (Apr - Mar), 2019",2916,99,6380
India,Mizoram,Khawzawl,"Financial Year (Apr - Mar), 2019",8824,100,6168
India,Mizoram,Kolasib,"Financial Year (Apr - Mar), 2019",679,33,1072
India,Mizoram,Lawngtlai,"Financial Year (Apr - Mar), 2019",604,10,2932
India,Mizoram,Lunglei,"Financial Year (Apr - Mar), 2019",4403,18,4240
India,Mizoram,Mamit,"Financial Year (Apr - Mar), 2019",4234,18,1392
India,Mizoram,Saitual,"Financial Year (Apr - Mar), 2019",6620,43,10196
India,Mizoram,Serchhip,"Financial Year (Apr - Mar), 2019",4432,8,8168
India,Mizoram,Siaha,"Financial Year (Apr - Mar), 2019",4431,17,24900
India,Nagaland,Dimapur,"Financial Year (Apr - Mar), 2019",3042,58,12236
India,Nagaland,Kiphire,"Financial Year (Apr - Mar), 2019",321,1,44
India,Nagaland,Kohima,"Financial Year (Apr - Mar), 2019",953,27,6104
India,Nagaland,Longleng,"Financial Year (Apr - Mar), 2019",193,3,1684
India,Nagaland,Mokokchung,"Financial Year (Apr - Mar), 2019",9340,1,408
India,Nagaland,Mon,"Financial Year (Apr - Mar), 2019",114,0,0
India,Nagaland,Peren,"Financial Year (Apr - Mar), 2019",0,1,24
India,Nagaland,Phek,"Financial Year (Apr - Mar), 2019",181,0,0
India,Nagaland,Tuensang,"Financial Year (Apr - Mar), 2019",0,0,0
India,Nagaland,Wokha,"Financial Year (Apr - Mar), 2019",108,0,0
India,Nagaland,Zunheboto,"Financial Year (Apr - Mar), 2019",0,6,1552
India,Odisha,Anugul,"Financial Year (Apr - Mar), 2019",9233,8,2072
India,Odisha,Balangir,"Financial Year (Apr - Mar), 2019",5794,71,7592
India,Odisha,Baleshwar,"Financial Year (Apr - Mar), 2019",1777,128,5908
India,Odisha,Bargarh,"Financial Year (Apr - Mar), 2019",5220,93,1420
India,Odisha,Bhadrak,"Financial Year (Apr - Mar), 2019",4268,54,2080
India,Odisha,Boudh,"Financial Year (Apr - Mar), 2019",4963,8,676
India,Odisha,Cuttack,"Financial Year (Apr - Mar), 2019",2934,45,1452
India,Odisha,Deogarh,"Financial Year (Apr - Mar), 2019",2532,31,0
India,Odisha,Dhenkanal,"Financial Year (Apr - Mar), 2019",783,7,304
India,Odisha,Gajapati,"Financial Year (Apr - Mar), 2019",2813,14,44
India,Odisha,Ganjam,"Financial Year (Apr - Mar), 2019",1207,30,1660
India,Odisha,Jagatsinghapur,"Financial Year (Apr - Mar), 2019",0,2,224
India,Odisha,Jajapur,"Financial Year (Apr - Mar), 2019",1559,0,6112
